"","mod","ll","sig","regg"
"2029","2,1,3,1,0,0,24",184.208738230495,0.0117173221400158,"5"
"3185","3,1,3,1,0,3,12",184.207513509261,0.0117174474721553,"0"
"1268","2,1,1,1,0,3,12",184.206921144792,0.0117175080923956,"3,5"
"2423","3,1,1,1,0,3,12",184.195400600257,0.0117186871217863,"3"
"2792","3,1,2,1,0,0,12",184.19051266739,0.011719187395835,"2,5"
"312","1,1,1,3,0,3,12",184.187657706513,0.0117194796075262,"2,5"
"1448","2,1,1,3,0,0,12",184.175984774058,0.011720674434315,"2,5"
"2705","3,1,2,0,0,3,12",184.168351078048,0.0117214558757847,"0"
"2615","3,1,1,3,0,3,12",184.145945841613,0.0117237497420443,"3"
"2422","3,1,1,1,0,3,12",184.139625948995,0.0117243968589376,"2"
"2597","3,1,1,3,0,0,12",184.136535494418,0.0117247133148759,"5"
"2067","2,1,3,1,1,3,12",184.133837848208,0.0107273027399536,"2,3"
"2118","2,1,3,2,0,0,12",184.104686387009,0.0117279750929864,"2"
"1654","2,1,2,1,0,3,12",184.098956665485,0.0117285619900404,"2"
"1830","2,1,2,3,0,0,12",184.075155041494,0.0117310003117823,"2"
"1171","2,1,1,0,0,3,12",184.072029014849,0.011731320590561,"2,3"
"28","1,1,1,0,0,3,24",184.068819174798,0.0117316494655871,"3,5"
"2030","2,1,3,1,0,0,24",184.061943057503,0.011732354012487,"2"
"2713","3,1,2,0,0,3,24",184.04759494213,0.011733824298222,"0"
"2","1,1,1,0,0,0,12",183.994864448996,0.0117392293011468,"2,3,5"
"10","1,1,1,0,0,0,24",183.994864448996,0.0117392293011468,"2,3,5"
"2310","3,1,1,0,0,0,12",183.966689609202,0.0117421183107703,"2"
"2318","3,1,1,0,0,0,24",183.966689609202,0.0117421183107703,"2"
"299","1,1,1,3,0,0,24",183.945167059714,0.0117443256826117,"2,3"
"2403","3,1,1,1,0,0,12",183.942770886027,0.0117445714619883,"2,3"
"1346","2,1,1,2,0,0,12",183.93960426621,0.01174489627515,"2,3,5"
"1465","2,1,1,3,0,3,24",183.933479913992,0.0117455245005236,"0"
"680","1,1,2,3,0,0,12",183.893394317434,0.0117496372409821,"2,5"
"1088","1,1,3,3,0,3,24",183.884371152622,0.0117505632068409,"2,5"
"2517","3,1,1,2,0,3,12",183.863387189842,0.0117527168834925,"5"
"2327","3,1,1,0,0,3,12",183.837560631176,0.0117553681190116,"3"
"1455","2,1,1,3,0,0,24",183.830884838666,0.0117560535223848,"3"
"2017","2,1,3,1,0,0,12",183.804533645079,0.0117587593886924,"0"
"1258","2,1,1,1,0,0,24",183.804237713019,0.0117587897799447,"2,3,5"
"963","1,1,3,2,0,0,12",183.802293029554,0.0117589894945146,"2,3"
"875","1,1,3,1,0,0,24",183.802104539899,0.0117590088521538,"2,3"
"704","1,1,2,3,0,3,24",183.773947382041,0.0117619009131403,"2,5"
"578","1,1,2,2,0,0,12",183.773854754619,0.0117619104282057,"2,3,5"
"296","1,1,1,3,0,0,12",183.756773286649,0.0117636652376663,"2,5"
"1453","2,1,1,3,0,0,24",183.754161821265,0.0117639335412024,"5"
"116","1,1,1,1,0,3,12",183.730383213713,0.0117663768513089,"3,5"
"1086","1,1,3,3,0,3,24",183.724058600921,0.0117670268061813,"2"
"966","1,1,3,2,0,0,12",183.662878235502,0.0117733159185644,"2"
"490","1,1,2,1,0,0,24",183.661144817102,0.0117734941564414,"2,3,5"
"878","1,1,3,1,0,0,24",183.65904695886,0.0117737098712713,"2"
"1462","2,1,1,3,0,3,12",183.639099113438,0.0117757612302587,"2"
"1179","2,1,1,0,0,3,24",183.624219076579,0.0117772916682272,"2,3"
"1752","2,1,2,2,0,3,12",183.623773089837,0.0117773375418181,"2,5"
"702","1,1,2,3,0,3,24",183.617499375071,0.0117779828665405,"2"
"3174","3,1,3,1,0,0,12",183.601581351568,0.0117796203795604,"2"
"403","1,1,2,0,0,3,12",183.557001273736,0.0117842076165596,"2,3"
"3079","3,1,3,0,0,0,12",183.552579676945,0.0117846626909758,"3"
"3087","3,1,3,0,0,0,24",183.552579676945,0.0117846626909758,"3"
"3173","3,1,3,1,0,0,12",183.552228029565,0.0117846988835707,"5"
"1638","2,1,2,1,0,0,12",183.528781989003,0.0117871122706385,"2"
"1559","2,1,2,0,0,3,12",183.49935295229,0.011790142208996,"3"
"2215","2,1,3,3,0,0,12",183.460737589487,0.0117941191295173,"3"
"1659","2,1,2,1,0,3,24",183.453734411601,0.0117948405167684,"2,3"
"2790","3,1,2,1,0,0,12",183.440439987842,0.0117962100775682,"2"
"194","1,1,1,2,0,0,12",183.406392746308,0.0117997182708686,"2,3,5"
"1829","2,1,2,3,0,0,12",183.39809365271,0.0118005735592125,"5"
"1072","1,1,3,3,0,0,24",183.384288854444,0.0118019963920349,"2,5"
"2983","3,1,2,3,0,0,12",183.376891822673,0.0118027588598275,"3"
"694","1,1,2,3,0,3,12",183.368190777473,0.0118036558051589,"2"
"1661","2,1,2,1,0,3,24",183.352246679421,0.0118052995758965,"5"
"310","1,1,1,3,0,3,12",183.349933170307,0.0118055381081592,"2"
"1847","2,1,2,3,0,3,12",183.321811888035,0.0118084379128837,"3"
"106","1,1,1,1,0,0,24",183.306452132372,0.0118100220778359,"2,3,5"
"688","1,1,2,3,0,0,24",183.295102960315,0.011811192738233,"2,5"
"2695","3,1,2,0,0,0,12",183.25438845031,0.0118153933708372,"3"
"2703","3,1,2,0,0,0,24",183.25438845031,0.0118153933708372,"3"
"2883","3,1,2,2,0,0,12",183.240343896168,0.0118168427342392,"2,3"
"2335","3,1,1,0,0,3,24",183.239615962402,0.0118169178600574,"3"
"1156","2,1,1,0,0,0,12",183.236459005555,0.0118172436767739,"3,5"
"1164","2,1,1,0,0,0,24",183.236459005555,0.0118172436767739,"3,5"
"2977","3,1,2,3,0,0,12",183.225157973478,0.0118184100841149,"0"
"2499","3,1,1,2,0,0,12",183.210968658986,0.011819874761221,"2,3"
"2795","3,1,2,1,0,0,24",183.210038148469,0.0118199708185351,"2,3"
"1461","2,1,1,3,0,3,12",183.189203076088,0.0118221218434718,"5"
"1446","2,1,1,3,0,0,12",183.185520302546,0.0118225020958537,"2"
"2411","3,1,1,1,0,0,24",183.178511523188,0.0118232257975545,"2,3"
"19","1,1,1,0,0,3,12",183.16974538763,0.0118241310199797,"2,3"
"2325","3,1,1,0,0,3,12",183.165969122043,0.0118245209919918,"5"
"1070","1,1,3,3,0,0,24",183.132466552714,0.0118279813395616,"2"
"2903","3,1,2,2,0,3,12",183.126026668218,0.0118286466057254,"3"
"411","1,1,2,0,0,3,24",183.109583461842,0.0118303454253234,"2,3"
"2333","3,1,1,0,0,3,24",183.083313459962,0.0118330600004426,"5"
"686","1,1,2,3,0,0,24",183.040511336752,0.0118374842342373,"2"
"2609","3,1,1,3,0,3,12",183.008444493258,0.0118407999016025,"0"
"3073","3,1,3,0,0,0,12",182.984978170531,0.0118432268754622,"0"
"3081","3,1,3,0,0,0,24",182.984978170531,0.0118432268754622,"0"
"388","1,1,2,0,0,0,12",182.965890618256,0.0118452013475625,"3,5"
"396","1,1,2,0,0,0,24",182.965890618256,0.0118452013475625,"3,5"
"1449","2,1,1,3,0,0,24",182.957051223459,0.0118461158318669,"0"
"693","1,1,2,3,0,3,12",182.954993007958,0.0118463287757828,"5"
"678","1,1,2,3,0,0,12",182.947690362514,0.0118470843417012,"2"
"2119","2,1,3,2,0,0,12",182.920124940047,0.0118499368237819,"3"
"1949","2,1,3,0,0,3,24",182.915806277266,0.0118503837831377,"5"
"294","1,1,1,3,0,0,12",182.876577108326,0.0118544445722519,"2"
"2789","3,1,2,1,0,0,12",182.875092935958,0.0118545982329777,"5"
"2031","2,1,3,1,0,0,24",182.86895005119,0.0118552342450683,"3"
"1348","2,1,1,2,0,0,12",182.868898143903,0.0118552396195066,"3,5"
"320","1,1,1,3,0,3,24",182.868701651219,0.0118552599642215,"2,5"
"1553","2,1,2,0,0,3,12",182.850079435387,0.0118571882538618,"0"
"309","1,1,1,3,0,3,12",182.847957413378,0.0118574080044958,"5"
"1087","1,1,3,3,0,3,24",182.846748502453,0.0118575331977339,"3"
"2689","3,1,2,0,0,0,12",182.820549869714,0.011860246618695,"0"
"2697","3,1,2,0,0,0,24",182.820549869714,0.011860246618695,"0"
"1750","2,1,2,2,0,3,12",182.81986474024,0.0118603175866324,"2"
"2209","2,1,3,3,0,0,12",182.801136297556,0.0118622577040588,"0"
"1567","2,1,2,0,0,3,24",182.775689908715,0.0118648942557286,"3"
"1260","2,1,1,1,0,0,24",182.756485193138,0.0118668844830638,"3,5"
"318","1,1,1,3,0,3,24",182.750898610033,0.0118674634957598,"2"
"2801","3,1,2,1,0,3,12",182.741492128934,0.0118684384796601,"0"
"27","1,1,1,0,0,3,24",182.695671235063,0.0118731889712638,"2,3"
"2888","3,1,2,2,0,0,12",182.669319720603,0.0118759218316742,"2,5"
"2408","3,1,1,1,0,0,12",182.663519037518,0.0118765234928436,"2,5"
"4","1,1,1,0,0,0,12",182.658914434192,0.0118770011153693,"3,5"
"12","1,1,1,0,0,0,24",182.658914434192,0.0118770011153693,"3,5"
"580","1,1,2,2,0,0,12",182.658739485962,0.0118770192626349,"3,5"
"866","1,1,3,1,0,0,12",182.649540860595,0.0118779734690918,"2,3,5"
"1363","2,1,1,2,0,3,12",182.643533316237,0.0118785966946333,"2,3"
"492","1,1,2,1,0,0,24",182.565434016182,0.0118867017300071,"3,5"
"703","1,1,2,3,0,3,24",182.563642877684,0.0118868876766937,"3"
"791","1,1,3,0,0,3,12",182.554752860177,0.0118878106351396,"3"
"695","1,1,2,3,0,3,12",182.527885976463,0.0118906003809943,"3"
"3199","3,1,3,1,0,3,24",182.526631024222,0.0118907307060368,"3"
"1749","2,1,2,2,0,3,12",182.506688077041,0.0118928019450511,"5"
"1463","2,1,1,3,0,3,12",182.499370188838,0.0118935620583806,"3"
"311","1,1,1,3,0,3,12",182.492007729919,0.011894326850323,"3"
"1841","2,1,2,3,0,3,12",182.479851832289,0.0118955896790989,"0"
"2897","3,1,2,2,0,3,12",182.470960668143,0.011896513432348,"0"
"2800","3,1,2,1,0,0,24",182.469274626275,0.0118966886128493,"2,5"
"3287","3,1,3,2,0,3,12",182.469236564193,0.0118966925675465,"3"
"1071","1,1,3,3,0,0,24",182.448347476172,0.0118988631677948,"3"
"304","1,1,1,3,0,0,24",182.401396553768,0.0119037433176395,"2,5"
"2504","3,1,1,2,0,0,12",182.400056204973,0.0119038826649007,"2,5"
"1250","2,1,1,1,0,0,12",182.392690316859,0.0119046484770251,"2,3,5"
"1085","1,1,3,3,0,3,24",182.383856812768,0.0119055669383141,"5"
"2421","3,1,1,1,0,3,12",182.371764217979,0.0119068243776105,"5"
"482","1,1,2,1,0,0,12",182.329812360468,0.0119111877393544,"2,3,5"
"196","1,1,1,2,0,0,12",182.328446850022,0.0119113297913043,"3,5"
"2599","3,1,1,3,0,0,12",182.30362118597,0.0119139126623209,"3"
"3416","3,1,3,3,1,3,12",182.283883453335,0.0109117743342618,"2,5"
"687","1,1,2,3,0,0,24",182.281235409158,0.0119162421668,"3"
"1662","2,1,2,1,0,3,24",182.278058837324,0.0119165727635188,"2"
"3175","3,1,3,1,0,0,12",182.270124653381,0.011917398541302,"3"
"701","1,1,2,3,0,3,24",182.246861811121,0.0119198200323662,"5"
"108","1,1,1,1,0,0,24",182.246283115621,0.0119198802765901,"3,5"
"302","1,1,1,3,0,0,24",182.20367921353,0.0119243163281441,"2"
"2416","3,1,1,1,0,0,24",182.19433138945,0.0119252898736596,"2,5"
"1561","2,1,2,0,0,3,24",182.187749833085,0.0119259753690592,"0"
"3193","3,1,3,1,0,3,24",182.160486392948,0.011928815385027,"0"
"2406","3,1,1,1,0,0,12",182.149543118032,0.0119299555295208,"2"
"1445","2,1,1,3,0,0,12",182.138995529075,0.0119310545519063,"5"
"1275","2,1,1,1,0,3,24",182.137522947241,0.0119312079979078,"2,3"
"677","1,1,2,3,0,0,12",182.127032729738,0.0119323011568651,"5"
"1280","2,1,1,1,0,3,24",182.11098945909,0.0119339731791268,"2,5"
"895","1,1,3,1,0,3,24",182.087208244931,0.0119364520773497,"3"
"2309","3,1,1,0,0,0,12",182.079887436279,0.0119372152849938,"5"
"2317","3,1,1,0,0,0,24",182.079887436279,0.0119372152849938,"5"
"1069","1,1,3,3,0,0,24",182.047295971835,0.0119406135968094,"5"
"889","1,1,3,1,0,3,24",182.037458646168,0.0119416395247634,"0"
"2113","2,1,3,2,0,0,12",182.024484190493,0.0119429927566521,"0"
"2025","2,1,3,1,0,0,24",182.024272088595,0.0119430148800912,"0"
"293","1,1,1,3,0,0,12",182.02188365615,0.0119432640100628,"5"
"2070","2,1,3,1,1,3,12",181.991366560574,0.0109412322592136,"2"
"685","1,1,2,3,0,0,24",181.991269524357,0.0119464577353276,"5"
"1155","2,1,1,0,0,0,12",181.990964855821,0.0119464895232284,"2,3"
"1163","2,1,1,0,0,0,24",181.990964855821,0.0119464895232284,"2,3"
"507","1,1,2,1,0,3,24",181.982793199195,0.0119473421528697,"2,3"
"2815","3,1,2,1,0,3,24",181.946194439037,0.0119511616096378,"3"
"295","1,1,1,3,0,0,12",181.930779586776,0.0119527706733235,"3"
"785","1,1,3,0,0,3,12",181.921563715597,0.0119537327661442,"0"
"98","1,1,1,1,0,0,12",181.864339106252,0.0119597084748979,"2,3,5"
"3281","3,1,3,2,0,3,12",181.820920651879,0.0119642444620008,"0"
"983","1,1,3,2,0,3,12",181.814181704827,0.0119649486435087,"3"
"595","1,1,2,2,0,3,12",181.786321761162,0.01196786028851,"2,3"
"512","1,1,2,1,0,3,24",181.779489162879,0.0119685744721039,"2,5"
"1831","2,1,2,3,0,0,12",181.766714072022,0.0119699099145174,"3"
"1081","1,1,3,3,0,3,24",181.749227090122,0.0119717381554154,"0"
"2321","3,1,1,0,0,3,12",181.737739343673,0.0119729393361298,"0"
"977","1,1,3,2,0,3,12",181.736173267978,0.0119731030973309,"0"
"799","1,1,3,0,0,3,24",181.733155759412,0.0119734186380927,"3"
"1945","2,1,3,0,0,3,24",181.727057161459,0.0119740563936481,"0"
"2519","3,1,1,2,0,3,12",181.717006129249,0.0119751075456917,"3"
"387","1,1,2,0,0,0,12",181.702023775077,0.0119766745940872,"2,3"
"395","1,1,2,0,0,0,24",181.702023775077,0.0119766745940872,"2,3"
"1543","2,1,2,0,0,0,12",181.661894261781,0.0119808728679281,"3"
"1551","2,1,2,0,0,0,24",181.661894261781,0.0119808728679281,"3"
"2311","3,1,1,0,0,0,12",181.638110706371,0.0119833617530806,"3"
"2319","3,1,1,0,0,0,24",181.638110706371,0.0119833617530806,"3"
"1731","2,1,2,2,0,0,12",181.6089126725,0.011986417955858,"2,3"
"1751","2,1,2,2,0,3,12",181.587336845923,0.0119886768313417,"3"
"2431","3,1,1,1,0,3,24",181.587053182003,0.0119887065322961,"3"
"2329","3,1,1,0,0,3,24",181.583253809003,0.0119891043517165,"0"
"697","1,1,2,3,0,3,24",181.550700485946,0.0119925134405644,"0"
"3271","3,1,3,2,0,0,12",181.543241033307,0.0119932947549756,"3"
"868","1,1,3,1,0,0,12",181.538142287151,0.0119938288346882,"3,5"
"1184","2,1,1,0,0,3,24",181.537340937161,0.0119939127760702,"2,5"
"1267","2,1,1,1,0,3,12",181.527578000322,0.0119949354905259,"2,3"
"2791","3,1,2,1,0,0,12",181.511662052136,0.0119966029493996,"3"
"2886","3,1,2,2,0,0,12",181.501471693288,0.0119976706797857,"2"
"1447","2,1,1,3,0,0,12",181.49692062564,0.0119981475644674,"3"
"883","1,1,3,1,0,3,12",181.487905053423,0.0119990923192668,"2,3"
"319","1,1,1,3,0,3,24",181.486116022085,0.0119992798032833,"3"
"2798","3,1,2,1,0,0,24",181.483055462756,0.0119996005456288,"2"
"3410","3,1,3,3,1,3,12",181.470981316912,0.0109938343934234,"2,3,5"
"3169","3,1,3,1,0,0,12",181.428904599129,0.0120052768985573,"0"
"123","1,1,1,1,0,3,24",181.425503545113,0.0120056335029384,"2,3"
"3","1,1,1,0,0,0,12",181.349571923476,0.012013597778549,"2,3"
"11","1,1,1,0,0,0,24",181.349571923476,0.012013597778549,"2,3"
"1643","2,1,2,1,0,0,24",181.338407934566,0.0120147691865058,"2,3"
"2809","3,1,2,1,0,3,24",181.330883569418,0.0120155587627593,"0"
"1065","1,1,3,3,0,0,24",181.319184623199,0.0120167865056176,"0"
"2071","2,1,3,1,1,3,12",181.296478733566,0.0110115302097505,"3"
"499","1,1,2,1,0,3,12",181.274989896783,0.0120214256418456,"2,3"
"2502","3,1,1,2,0,0,12",181.271275952262,0.0120218155774962,"2"
"793","1,1,3,0,0,3,24",181.269542742009,0.0120219975555899,"0"
"1176","2,1,1,0,0,3,12",181.255286536378,0.0120234944878109,"2,5"
"1537","2,1,2,0,0,0,12",181.253715289899,0.0120236594834703,"0"
"1545","2,1,2,0,0,0,24",181.253715289899,0.0120236594834703,"0"
"2414","3,1,1,1,0,0,24",181.250074407312,0.0120240418190901,"2"
"2885","3,1,2,2,0,0,12",181.233425139145,0.0120257903435632,"5"
"681","1,1,2,3,0,0,24",181.231166460223,0.0120260275720967,"0"
"1182","2,1,1,0,0,3,24",181.217780298989,0.012027433613622,"2"
"128","1,1,1,1,0,3,24",181.19778055988,0.012029534631471,"2,5"
"317","1,1,1,3,0,3,24",181.145832832906,0.012034993572604,"5"
"303","1,1,1,3,0,0,24",181.142732983133,0.0120353193994783,"3"
"1457","2,1,1,3,0,3,12",181.097728954754,0.0120400507908728,"0"
"1252","2,1,1,1,0,0,12",181.097196511563,0.0120401067791519,"3,5"
"484","1,1,2,1,0,0,12",181.071307208495,0.0120428294447939,"3,5"
"211","1,1,1,2,0,3,12",181.066456721167,0.0120433396179721,"2,3"
"2785","3,1,2,1,0,0,12",181.054405616156,0.0120446072440719,"0"
"2797","3,1,2,1,0,0,24",181.048878842059,0.012045188636473,"5"
"2593","3,1,1,3,0,0,12",181.037043042813,0.0120464338050602,"0"
"1368","2,1,1,2,0,3,12",181.024519133607,0.0120477515054485,"2,5"
"1174","2,1,1,0,0,3,12",180.992496106438,0.012051121456796,"2"
"689","1,1,2,3,0,3,12",180.970177688604,0.0120534706985328,"0"
"305","1,1,1,3,0,3,12",180.950017209416,0.0120555931888363,"0"
"2417","3,1,1,1,0,3,12",180.930270362845,0.0120576724943236,"0"
"301","1,1,1,3,0,0,24",180.872211268812,0.0120637880843583,"5"
"416","1,1,2,0,0,3,24",180.796895409115,0.0120717260185433,"2,5"
"1277","2,1,1,1,0,3,24",180.775573787961,0.0120739741647018,"5"
"2425","3,1,1,1,0,3,24",180.756971195001,0.0120759359592305,"0"
"1655","2,1,2,1,0,3,12",180.756461575441,0.0120759897072381,"3"
"600","1,1,2,2,0,3,12",180.728566636641,0.0120789320655841,"2,5"
"1175","2,1,1,0,0,3,12",180.719010924428,0.0120799401670265,"3"
"100","1,1,1,1,0,0,12",180.696278845645,0.012082338677177,"3,5"
"2065","2,1,3,1,1,3,12",180.654343997725,0.011076892893319,"0"
"115","1,1,1,1,0,3,12",180.589538714276,0.012093607425981,"2,3"
"408","1,1,2,0,0,3,12",180.57108125192,0.0120955570792226,"2,5"
"1736","2,1,2,2,0,0,12",180.568728126921,0.0120958056613205,"2,5"
"1825","2,1,2,3,0,0,12",180.56584365515,0.0120961103814031,"0"
"1648","2,1,2,1,0,0,24",180.564061211524,0.0120962986853565,"2,5"
"2501","3,1,1,2,0,0,12",180.555369389622,0.0120972169636496,"5"
"414","1,1,2,0,0,3,24",180.553696288182,0.0120973937323744,"2"
"1663","2,1,2,1,0,3,24",180.551666732374,0.0120976081651544,"3"
"1745","2,1,2,2,0,3,12",180.483974929417,0.0121047623225624,"0"
"32","1,1,1,0,0,3,24",180.472518553023,0.0121059735334904,"2,5"
"407","1,1,2,0,0,3,12",180.412226226185,0.0121123498611578,"3"
"313","1,1,1,3,0,3,24",180.405556294498,0.0121130554585313,"0"
"2305","3,1,1,0,0,0,12",180.400328127462,0.0121136085635366,"0"
"2313","3,1,1,0,0,0,24",180.400328127462,0.0121136085635366,"0"
"1160","2,1,1,0,0,0,12",180.384449560503,0.0121152885642561,"2,5"
"1168","2,1,1,0,0,0,24",180.384449560503,0.0121152885642561,"2,5"
"1278","2,1,1,1,0,3,24",180.374384513104,0.0121163535975607,"2"
"509","1,1,2,1,0,3,24",180.373051154804,0.0121164946939337,"5"
"2513","3,1,1,2,0,3,12",180.370057993035,0.0121168114371889,"0"
"406","1,1,2,0,0,3,12",180.357347573001,0.012118156575279,"2"
"2413","3,1,1,1,0,0,24",180.34756353747,0.0121191921171158,"5"
"24","1,1,1,0,0,3,12",180.311662886992,0.0121229925983087,"2,5"
"775","1,1,3,0,0,0,12",180.260919832651,0.0121283663450536,"3"
"783","1,1,3,0,0,0,24",180.260919832651,0.0121283663450536,"3"
"2405","3,1,1,1,0,0,12",180.233204008142,0.0121313024879389,"5"
"1347","2,1,1,2,0,0,12",180.226269210223,0.0121320372536939,"2,3"
"510","1,1,2,1,0,3,24",180.219254830902,0.012132780496645,"2"
"888","1,1,3,1,0,3,12",180.204361043513,0.0121343587918964,"2,5"
"30","1,1,1,0,0,3,24",180.200419329662,0.0121347765298302,"2"
"1366","2,1,1,2,0,3,12",180.168529020033,0.0121381567540793,"2"
"297","1,1,1,3,0,0,24",180.138522048851,0.0121413382130383,"0"
"1921","2,1,3,0,0,0,12",180.120714818205,0.0121432266010118,"0"
"1929","2,1,3,0,0,0,24",180.120714818205,0.0121432266010118,"0"
"967","1,1,3,2,0,0,12",180.08128507751,0.0121474090178427,"3"
"23","1,1,1,0,0,3,12",180.077068187554,0.0121478563997672,"3"
"216","1,1,1,2,0,3,12",180.073051251173,0.0121482825833681,"2,5"
"22","1,1,1,0,0,3,12",180.067219561625,0.0121489013328591,"2"
"2887","3,1,2,2,0,0,12",180.057510687335,0.0121499315263678,"3"
"769","1,1,3,0,0,0,12",180.040991929522,0.0121516845067565,"0"
"777","1,1,3,0,0,0,24",180.040991929522,0.0121516845067565,"0"
"1158","2,1,1,0,0,0,12",180.038259141626,0.0121519745362118,"2"
"1166","2,1,1,0,0,0,24",180.038259141626,0.0121519745362118,"2"
"2407","3,1,1,1,0,0,12",180.030652532154,0.0121527818584395,"3"
"1657","2,1,2,1,0,3,24",179.98633752844,0.0121574862672116,"0"
"673","1,1,2,3,0,0,12",179.941647669712,0.0121622323142593,"0"
"289","1,1,1,3,0,0,12",179.935595705601,0.0121628751731129,"0"
"961","1,1,3,2,0,0,12",179.933851264088,0.0121630604795408,"0"
"125","1,1,1,1,0,3,24",179.928029477838,0.0121636789296586,"5"
"879","1,1,3,1,0,0,24",179.926744701147,0.0121638154161114,"3"
"3183","3,1,3,1,0,0,24",179.926507713025,0.01216384059238,"3"
"2799","3,1,2,1,0,0,24",179.924610547248,0.0121640421383474,"3"
"579","1,1,2,2,0,0,12",179.922122988732,0.0121643064099221,"2,3"
"392","1,1,2,0,0,0,12",179.826844095797,0.0121744329077553,"2,5"
"400","1,1,2,0,0,0,24",179.826844095797,0.0121744329077553,"2,5"
"873","1,1,3,1,0,0,24",179.822917214054,0.0121748504481757,"0"
"1259","2,1,1,1,0,0,24",179.804638196538,0.0121767942217063,"2,3"
"1441","2,1,1,3,0,0,12",179.782924044814,0.0121791036874748,"0"
"1183","2,1,1,0,0,3,24",179.717609665564,0.0121860530108021,"3"
"1639","2,1,2,1,0,0,12",179.687113626469,0.0121892990880342,"3"
"1734","2,1,2,2,0,0,12",179.662819976872,0.0121918855856543,"2"
"126","1,1,1,1,0,3,24",179.648869037525,0.0121933711631104,"2"
"1649","2,1,2,1,0,3,12",179.639384946063,0.0121943811878864,"0"
"1365","2,1,1,2,0,3,12",179.631554891466,0.0121952151261863,"5"
"1646","2,1,2,1,0,0,24",179.615413989216,0.0121969343895066,"2"
"1173","2,1,1,0,0,3,12",179.615043689017,0.012196973835223,"5"
"2503","3,1,1,2,0,0,12",179.590252645524,0.0121996149570198,"3"
"390","1,1,2,0,0,0,12",179.557953538835,0.0122030568107041,"2"
"398","1,1,2,0,0,0,24",179.557953538835,0.0122030568107041,"2"
"491","1,1,2,1,0,0,24",179.55402283358,0.0122034757403361,"2,3"
"8","1,1,1,0,0,0,12",179.549873148774,0.0122039180241398,"2,5"
"16","1,1,1,0,0,0,24",179.549873148774,0.0122039180241398,"2,5"
"1733","2,1,2,2,0,0,12",179.542799557772,0.0122046719821424,"5"
"1645","2,1,2,1,0,0,24",179.535587541509,0.0122054407425349,"5"
"1181","2,1,1,0,0,3,24",179.486983489599,0.0122106229242297,"5"
"195","1,1,1,2,0,0,12",179.483490885251,0.0122109953916983,"2,3"
"598","1,1,2,2,0,3,12",179.476206577602,0.0122117722604894,"2"
"867","1,1,3,1,0,0,12",179.441136624689,0.0122155131501943,"2,3"
"2415","3,1,1,1,0,0,24",179.422640765311,0.0122174865533634,"3"
"415","1,1,2,0,0,3,24",179.409818415351,0.0122188548124045,"3"
"886","1,1,3,1,0,3,12",179.353175486236,0.0122249009516919,"2"
"1272","2,1,1,1,0,3,12",179.340447158306,0.0122262600014497,"2,5"
"483","1,1,2,1,0,0,12",179.33026226767,0.0122273475879947,"2,3"
"1251","2,1,1,1,0,0,12",179.323858520288,0.0122280314572938,"2,3"
"1367","2,1,1,2,0,3,12",179.300085633375,0.0122305705471516,"3"
"597","1,1,2,2,0,3,12",179.259008394844,0.0122349590903215,"5"
"6","1,1,1,0,0,0,12",179.256573324851,0.0122352192938023,"2"
"14","1,1,1,0,0,0,24",179.256573324851,0.0122352192938023,"2"
"107","1,1,1,1,0,0,24",179.1499854602,0.0122466143426303,"2,3"
"405","1,1,2,0,0,3,12",179.090182920229,0.0122530123333301,"5"
"872","1,1,3,1,0,0,12",179.060714269491,0.0122561662740299,"2,5"
"31","1,1,1,0,0,3,24",179.034470378139,0.0122589757618957,"3"
"3265","3,1,3,2,0,0,12",179.031650059871,0.0122592777238092,"0"
"1633","2,1,2,1,0,0,12",179.017222733683,0.0122608225250493,"0"
"3177","3,1,3,1,0,0,24",178.99895174834,0.0122627791642025,"0"
"885","1,1,3,1,0,3,12",178.985430765378,0.0122642273268073,"5"
"504","1,1,2,1,0,3,12",178.953672360666,0.0122676294780376,"2,5"
"1735","2,1,2,2,0,0,12",178.921319629969,0.0122710962674718,"3"
"1270","2,1,1,1,0,3,12",178.916403965693,0.0122716230961564,"2"
"214","1,1,1,2,0,3,12",178.901212183686,0.0122732513947682,"2"
"413","1,1,2,0,0,3,24",178.886469940041,0.012274831717134,"5"
"21","1,1,1,0,0,3,12",178.885861421182,0.0122748969528234,"5"
"213","1,1,1,2,0,3,12",178.85080654257,0.0122786555632873,"5"
"2881","3,1,2,2,0,0,12",178.822323359809,0.0122817103990461,"0"
"2793","3,1,2,1,0,0,24",178.813880510201,0.0122826160449578,"0"
"599","1,1,2,2,0,3,12",178.737563151078,0.0122908054710071,"3"
"99","1,1,1,1,0,0,12",178.736110402438,0.0122909614147993,"2,3"
"29","1,1,1,0,0,3,24",178.625626354894,0.0123028270090293,"5"
"1279","2,1,1,1,0,3,24",178.612451653247,0.0123042426893845,"3"
"120","1,1,1,1,0,3,12",178.580927359092,0.0123076307764322,"2,5"
"2401","3,1,1,1,0,0,12",178.536198383431,0.0123124396433168,"0"
"502","1,1,2,1,0,3,12",178.517125280592,0.0123144907873153,"2"
"887","1,1,3,1,0,3,12",178.497342618663,0.0123166185991437,"3"
"1169","2,1,1,0,0,3,12",178.496033162387,0.0123167594564864,"0"
"1647","2,1,2,1,0,0,24",178.492725604951,0.0123171152554186,"3"
"1157","2,1,1,0,0,0,12",178.425273780791,0.012324373392149,"5"
